ref_id,SATS_score,GCSE_grade,GCE_AS_grade,Alevel_Maths_grade
1009903,105,4,C,B
1007310,111,6,C,A
1005211,104,5,B,A
1000067,111,6,B,A*
1003158,110,7,B,A*
1001572,100,5,E,C
1001501,97,4,E,C
1000008,96,3,D,C
1002802,102,4,U,D
1004474,120,9,A,A*
1002349,114,6,C,A*
1006476,90,1,U,U
1008420,96,4,U,D
1007082,107,5,B,A
1001914,110,8,B,A*
1002835,108,5,B,A
1008747,105,4,C,B
1004669,104,5,C,B
1007326,107,4,B,A
1005730,107,5,C,A
1005653,94,1,U,E
1008266,106,4,C,B
1000350,98,4,D,C
1009167,106,4,C,B
1005573,120,9,A,A*
1003324,105,6,C,A
1001625,101,4,C,B
1003997,110,6,B,A*
1001494,111,7,B,A*
1004465,105,6,B,A
1004626,114,5,A,A*
1009498,120,8,A,A*
1001698,96,3,D,C
1001905,109,4,C,B
1002854,96,4,E,D
1000573,110,5,C,A
1009704,101,5,D,B
1000820,100,4,C,B
1002473,98,6,B,A
1001649,115,5,C,A
1007521,113,7,C,A*
1000919,92,3,D,D
1006865,103,5,B,A
1001985,97,4,D,C
1003962,93,2,U,E
1006880,102,3,D,C
1005128,102,4,C,B
1002242,120,9,A,A*
1007584,106,5,C,B
1003563,93,3,D,D
1003631,101,4,C,B
1005100,112,6,A,A*
1009829,120,8,A,A*
1001745,94,2,U,E
1004086,85,1,E,E
1004815,120,8,A,A*
1004478,110,5,C,A
1001554,97,3,E,D
1002348,105,6,C,A
1003715,84,2,U,U
1001579,105,5,D,B
1003025,104,6,C,A
1004940,108,6,B,A*
1006126,97,3,D,C
1006146,105,5,C,B
1002543,96,4,D,C
1009532,107,5,C,A
1009868,95,4,E,D
1008567,100,4,D,C
1000728,99,2,D,C
1005308,109,8,C,A*
1007171,107,6,C,A
1007898,102,5,D,B
1006493,102,6,D,B
1002648,94,3,U,E
1001721,104,4,C,B
1004988,100,5,D,B
1002329,120,8,A,A*
1008407,93,5,E,C
1003017,120,6,A,A*
1009779,113,6,C,A
1003467,104,5,B,A
1001629,116,7,B,A*
1001679,109,5,C,A
1000058,107,6,C,A
1004743,104,5,D,B
1003523,120,7,B,A*
1003322,112,6,A,A*
1006230,100,5,D,B
1009092,99,2,E,D
1005422,104,6,C,A
1000204,94,4,D,C
1008160,106,6,D,B
1008472,111,6,B,A*
1006774,106,4,D,B
1008389,102,6,D,B
1001563,114,7,C,A*
1003263,116,7,B,A*
1006214,85,2,U,U
1008260,100,4,D,C
1001571,109,5,D,B
1006810,117,7,A,A*
1008410,102,3,D,C
1001497,94,2,E,D
1004832,110,6,B,A*
1000442,99,2,D,C
1008729,94,3,E,D
1005930,103,4,C,B
1006857,105,4,E,C
1001180,101,4,E,C
1007154,90,1,U,U
1006144,106,5,B,A
1006757,116,7,B,A*
1002331,111,6,B,A*
1007318,101,3,U,D
1009121,99,4,A,A
1008303,110,5,B,A
1001379,110,4,B,A
1008507,112,6,B,A*
1009671,104,5,E,C
1008855,107,4,D,B
1003603,110,5,C,A
1009507,117,7,B,A*
1004143,109,7,C,A*
1003323,111,6,C,A
1008242,104,4,C,B
1006086,116,7,B,A*
1004055,101,4,B,B
1007302,99,3,D,C
1005911,116,7,A,A*
1000489,110,5,A,A*
1004457,102,3,C,B
1002193,97,4,E,C
1009243,113,5,B,A*
1000476,108,4,C,B
1006058,106,5,D,B
1000714,105,5,D,B
1003538,119,8,A,A*
1005826,118,7,A,A*
1009978,110,5,D,B
1009599,115,7,A,A*
1005261,98,2,D,D
1007769,107,6,B,A*
1000026,115,7,A,A*
1003205,103,5,D,B
1003690,98,3,C,C
1004881,103,3,E,C
1006948,97,4,C,B
1004098,104,3,E,C
1000244,106,3,D,C
1002966,92,1,E,E
1008053,100,4,C,B
1001853,116,7,A,A*
1001305,102,4,E,C
1007804,113,6,A,A*
1000031,114,5,C,A
1007831,114,6,A,A*
1005174,100,3,D,C
1001600,117,5,B,A*
1007259,100,4,D,C
1002831,114,6,C,A*
1000211,108,5,A,A*
1005489,111,4,B,A
1007005,94,3,E,D
1008434,98,2,E,D
1002047,107,6,B,A*
1008610,96,3,E,D
1001749,108,4,A,A*
1003357,92,4,E,D
1007762,112,5,B,A*
1008061,94,3,D,C
1009418,111,6,C,A
1006289,105,5,C,B
1003398,99,4,D,C
1000844,110,4,B,A
1001101,106,3,B,B
1009020,100,3,E,D
1001115,92,3,E,D
1005333,90,2,U,E
1005969,110,5,D,B
1004367,94,2,E,D
1001280,109,4,B,A
1004450,103,4,D,C
1005089,112,5,C,A
1006134,103,3,D,C
1001514,104,4,C,B
1000990,106,6,A,A*
1003305,105,5,C,B
1000694,112,5,C,A
1003238,101,6,D,B
1003307,92,2,E,D
1005979,115,5,A,A*
1008980,110,6,B,A*
1005786,96,3,D,C
1008251,103,5,C,B
1005805,104,5,D,B
1008519,104,5,D,B
1005967,106,5,C,B
1006761,120,9,A,A*
1001581,118,5,A,A*
1005650,94,2,D,D
1008558,106,6,B,A*
1006672,114,7,B,A*
1004284,108,6,C,A
1000953,115,6,B,A*
1004021,118,9,A,A*
1000404,111,5,C,A
1004691,109,6,C,A
1001551,116,7,A,A*
1002497,104,4,C,B
1004289,101,5,C,B
1000530,112,4,D,B
1001533,120,7,A,A*
1002212,98,2,D,D
1002433,120,6,A,A*
1007398,109,6,C,A
1001913,96,3,E,D
1006041,108,5,C,A
1009110,88,2,E,E
1003402,110,6,B,A*
1008494,108,6,C,A
1009969,106,3,E,C
1004037,103,5,B,A
1008031,117,8,A,A*
1000283,100,4,E,C
1006568,94,4,D,C
1009338,117,6,A,A*
1003273,120,7,A,A*
1006398,108,3,C,B
1008675,116,7,A,A*
1001750,115,7,B,A*
1007210,99,4,C,B
1005251,102,3,C,B
1005107,110,8,A,A*
1009699,120,6,A,A*
1007667,105,6,C,A
1007455,104,3,E,C
1005664,120,8,A,A*
1002913,100,4,E,C
1002014,100,4,D,C
1004026,106,6,B,A*
1003342,120,7,A,A*
1006068,115,5,B,A*
1006825,104,5,C,B
1001418,113,5,D,B
1004800,109,5,C,A
1005792,109,5,B,A
1004833,86,1,U,U
1000706,103,4,D,C
1006635,113,6,B,A*
1005290,93,2,D,D
1009675,109,6,D,B
1007759,102,4,D,C
1005486,115,7,A,A*
1009769,120,9,A,A*
1002694,98,4,D,C
1003229,104,5,C,B
1001530,99,5,C,B
1007577,100,3,C,C
1001796,108,4,C,B
1008722,96,4,D,C
1001135,98,2,D,D
1008279,109,4,B,A
1000893,114,6,C,A*
1004034,103,3,C,B
1002985,110,5,A,A*
1002581,100,5,C,B
1004712,108,4,C,B
1005850,113,5,B,A*
1001426,105,4,D,B
1006593,109,5,C,A
1002009,100,3,E,D
1008939,104,3,D,C
1000720,107,6,C,A
1007396,101,4,D,C
1005769,106,5,E,C
1009564,95,2,D,D
1007903,101,4,E,C
1000968,104,5,D,B
1000311,100,4,D,C
1003028,107,5,D,B
1001836,96,5,D,C
1000949,109,7,C,A*
1006179,115,8,D,A*
1007080,96,4,D,C
1000534,97,4,E,C
1009848,95,1,C,D
1009296,100,5,C,B
1004720,105,4,D,B
1001249,99,3,E,D
1001761,89,3,E,D
1005437,98,4,C,B
1007209,109,5,C,A
1003485,111,7,B,A*
1006171,106,4,C,B
1000802,107,3,D,C
1003862,97,5,U,D
1005009,112,5,C,A
1004117,98,5,D,C
1007848,107,6,D,B
1005972,89,1,E,E
1002459,95,5,D,C
1000177,112,4,B,A
1001503,111,5,B,A*
1007688,120,9,A,A*
1000670,107,4,B,A
1006005,97,3,E,D
1002862,101,6,D,B
1009130,86,2,D,D
1006970,104,4,C,B
1008443,97,5,D,C
1009721,111,6,A,A*
1005167,101,4,D,C
1000029,108,5,C,A
1000567,99,3,D,C
1001994,119,7,B,A*
1003447,105,2,C,C
1009081,120,7,A,A*
1005222,110,5,C,A
1002279,109,6,B,A*
1006882,110,5,C,A
1005791,105,7,B,A*
1006389,93,1,U,E
1003188,107,5,A,A*
1006129,110,6,B,A*
1001471,105,5,C,B
1009090,96,3,D,C
1007781,103,3,C,B
1007320,120,7,A,A*
1000638,115,6,B,A*
1005266,100,4,D,C
1000822,114,6,B,A*
1009508,99,6,D,B
1000621,94,1,U,E
1002500,96,3,E,D
1008161,117,6,A,A*
1002341,107,4,D,B
1008179,105,4,D,B
1004856,99,4,C,B
1004154,117,8,A,A*
1005804,116,8,B,A*
1002610,120,9,A,A*
1003180,105,4,C,B
1004732,105,4,B,A
1002670,89,3,U,E
1005518,118,8,B,A*
1006700,95,4,E,D
1009479,113,6,C,A
1005607,96,3,D,C
1002845,106,3,D,C
1007054,95,4,D,C
1001476,95,4,D,C
1007249,97,4,E,C
1009842,104,5,C,B
1003504,117,7,B,A*
1005611,94,3,E,D
1006250,105,5,D,B
1004053,111,7,B,A*
1007634,95,2,E,D
1000652,101,4,D,C
1006014,104,4,D,C
1004688,114,7,B,A*
1000129,102,5,D,B
1003871,106,4,C,B
1007608,107,5,C,A
1009318,98,4,E,C
1000945,106,6,C,A
1009557,108,5,D,B
1001999,103,4,D,C
1001788,99,4,E,C
1000565,98,4,D,C
1009029,111,5,C,A
1000826,111,6,B,A*
1002893,100,4,E,C
1008437,109,6,C,A
1001391,89,2,U,E
1008280,101,4,C,B
1006770,101,5,C,B
1000032,94,4,D,C
1006329,91,4,E,D
1007522,102,3,D,C
1005848,110,4,C,B
1006428,106,4,D,B
1009421,88,3,U,E
1002100,82,2,U,U
1001089,97,5,E,C
1009522,109,5,C,A
1003573,83,1,E,U
1005103,100,4,D,C
1003791,102,4,C,B
1001046,116,6,B,A*
1002380,102,3,D,C
1009959,106,6,B,A*
1005298,109,6,C,A
1000749,87,3,U,E
1000496,107,6,C,A
1004082,104,5,B,A
1000880,108,5,A,A*
1002688,120,9,A,A*
1005895,88,2,E,E
1009673,118,7,A,A*
1004992,99,4,D,C
1004824,110,6,C,A
1002248,103,5,D,B
1004930,101,5,D,B
1005139,105,3,E,C
1002185,109,4,B,A
1007015,88,2,D,D
1001733,106,6,C,A
1009012,101,6,D,B
1007827,92,3,E,D
1006373,103,6,C,A
1006572,115,7,A,A*
1004079,101,3,C,C
1007308,106,5,C,B
1007666,104,4,D,C
1002627,120,4,E,B
1003056,110,6,B,A*
1003223,120,8,B,A*
1006553,104,5,D,B
1008055,110,6,B,A*
1008703,103,5,D,B
1000868,112,6,A,A*
1001978,96,3,D,C
1005069,112,5,A,A*
1003512,102,4,D,C
1008940,97,5,E,C
1009405,107,4,C,B
1004299,107,4,B,A
1008848,108,5,C,A
1004967,108,5,D,B
1006957,113,7,B,A*
1000351,106,7,B,A*
1006045,110,6,B,A*
1007936,99,4,C,B
1007627,101,4,C,B
1009424,113,6,B,A*
1008542,115,5,C,A
1004267,113,7,A,A*
1009995,103,3,D,C
1007022,105,4,C,B
1005645,86,2,E,E
1003326,106,2,C,C
1004266,113,7,B,A*
1007515,102,4,C,B
1004666,108,7,B,A*
1006967,107,5,D,B
1008377,104,6,C,A
1004421,98,4,D,C
1006095,108,5,D,B
1000114,80,1,U,U
1008678,109,3,C,B
1009910,93,3,E,D
1000461,117,6,A,A*
1007264,107,5,B,A
1009519,115,6,C,A*
1002612,113,5,A,A*
1006330,100,3,E,D
1006668,116,8,A,A*
1001221,111,6,A,A*
1003351,105,4,D,B
1004161,117,6,B,A*
1008863,92,1,D,D
1007429,102,4,E,C
1006806,103,4,D,C
1004843,98,4,D,C
1004200,101,3,U,D
1003126,110,7,A,A*
1006679,101,5,C,B
1000901,109,5,C,A
1000663,98,3,E,D
1000618,91,2,E,E
1003198,108,6,C,A
1004412,89,2,U,E
1006118,107,5,C,A
1004248,93,3,E,D
1006481,120,9,A,A*
1005728,116,7,A,A*
1000876,108,5,C,A
1000637,117,6,A,A*
1009951,95,3,E,D
1002869,111,7,A,A*
1000872,104,4,B,A
1006801,103,5,C,B
1009299,115,6,A,A*
1001730,108,5,B,A
1007829,110,6,B,A*
1005514,94,3,E,D
1004128,92,3,E,D
1007372,102,5,D,B
1005215,101,5,B,A
1003767,95,2,U,E
1009078,120,8,B,A*
1009268,116,7,A,A*
1002755,108,6,B,A*
1007008,109,4,C,B
1000911,96,5,D,C
1008715,101,5,U,C
1007805,104,4,D,C
1009724,107,5,C,A
1005636,93,4,E,D
1003463,112,5,B,A*
1000185,100,5,D,B
1004103,90,4,U,D
1003795,100,4,D,C
1003102,97,4,D,C
1007542,117,8,A,A*
1008050,109,6,C,A
1008458,92,1,U,E
1006918,106,5,B,A
1003003,92,2,E,D
1001111,116,7,B,A*
1001562,100,4,D,C
1004943,107,4,C,B
1006729,113,6,A,A*
1000328,91,3,U,E
1007771,100,4,D,C
1005747,98,3,D,C
1007451,109,5,B,A
1008750,88,2,E,E
1004531,86,1,U,U
1004433,100,5,C,B
1009025,109,5,A,A*
1006361,114,6,A,A*
1006021,104,2,E,D
1000413,101,5,C,B
1003441,120,7,A,A*
1001678,90,2,E,E
1003387,105,3,E,C
1005124,109,4,B,A
1005265,108,6,A,A*
1000547,99,3,D,C
1003112,106,5,D,B
1007586,87,3,U,E
1004836,98,3,C,C
1002364,109,5,C,A
1005566,101,4,E,C
1008413,112,4,B,A
1001274,111,7,C,A*
1002689,108,5,C,A
1000735,104,5,B,A
1009566,99,3,U,D
1008096,107,4,C,B
1006979,107,5,C,A
1004819,105,5,C,B
1002868,106,5,D,B
1002287,104,4,C,B
1004133,107,7,C,A
1006687,93,2,U,E
1002770,118,6,A,A*
1005923,104,3,D,C
1005782,108,5,B,A
1009670,113,6,B,A*
1003201,95,3,U,D
1003761,104,3,D,C
1002521,103,5,C,B
1002122,105,3,D,C
1004918,116,7,A,A*
1005550,98,3,E,D
1006831,99,5,C,B
1005093,103,4,B,B
1004228,95,3,D,C
1006606,103,4,D,C
1009574,109,5,C,A
1000279,109,4,C,B
1005046,106,3,B,B
1003793,104,3,B,B
1001544,93,4,U,D
1004517,113,5,C,A
1007460,120,8,A,A*
1002235,107,5,C,A
1003175,104,5,C,B
1000340,109,5,C,A
1002751,96,3,D,C
1004462,120,7,A,A*
1005192,109,4,D,B
1000668,119,7,B,A*
1003837,99,2,D,C
1007093,118,8,A,A*
1005051,112,5,C,A
1004724,115,5,C,A
1008152,110,4,A,A*
1000632,105,4,D,B
1000853,118,7,A,A*
1000076,105,6,B,A
1007825,88,1,U,U
1004189,94,4,E,D
1001070,103,5,D,B
1002184,106,5,D,B
1003599,108,5,B,A
1005713,113,6,B,A*
1004971,87,2,U,E
1000263,112,4,C,A
1002317,89,1,E,E
1009920,112,7,B,A*
1003591,106,6,D,B
1004136,105,5,B,A
1002995,102,1,D,D
1008237,117,6,B,A*
1006996,118,6,B,A*
1002528,108,5,B,A
1008705,104,5,C,B
1005621,110,5,A,A*
1000926,100,4,E,C
1001167,107,5,C,A
1004534,119,8,B,A*
1001435,109,8,B,A*
1007603,100,3,D,C
1007934,102,5,D,B
1007220,89,3,E,D
1006529,112,5,B,A*
1007593,107,5,D,B
1007092,87,3,U,E
1008743,100,4,D,C
1007575,104,6,D,B
1009489,105,4,D,B
1005186,95,2,D,D
1003239,116,5,A,A*
1003406,105,5,C,B
1002413,109,4,D,B
1009285,99,4,E,C
1004159,108,6,A,A*
1000858,120,7,A,A*
1008994,102,3,E,C
1000258,97,3,C,C
1007041,106,5,C,B
1001020,102,2,D,C
1009975,105,5,C,B
1002145,104,4,B,A
1003689,93,2,E,D
1008222,114,6,A,A*
1003905,102,4,C,B
1002643,105,4,C,B
1004151,104,6,C,A
1004392,108,5,C,A
1009775,92,1,U,E
1000110,117,8,A,A*
1008791,105,5,C,B
1009863,110,5,B,A
1009273,111,7,A,A*
1000447,94,1,D,D
1009323,111,5,B,A*
1008933,102,4,E,C
1007974,112,7,B,A*
1006916,91,2,E,E
1008765,104,3,D,C
1000908,100,5,D,B
1000512,107,6,B,A*
1000297,110,4,C,B
1006294,100,4,E,C
1004486,102,4,D,C
1009774,102,4,D,C
1002491,96,4,D,C
1003697,114,5,C,A
1000267,103,4,C,B
1002142,80,1,U,U
1001921,106,5,C,B
1006928,92,3,D,D
1002711,94,1,U,E
1000731,91,3,U,E
1002623,112,5,B,A*
1001431,111,7,B,A*
1009071,111,5,C,A
1003085,100,4,E,C
1001144,108,5,B,A
1008573,102,5,D,B
1004573,101,5,D,B
1006852,93,4,E,D
1005530,89,3,E,D
1004657,104,5,C,B
1005275,101,4,C,B
1008903,102,5,D,B
1000010,111,4,E,C
1005430,95,4,D,C
1002344,113,6,C,A
1001396,93,3,E,D
1005696,113,5,B,A*
1003226,99,3,D,C
1002358,102,3,C,B
1007055,93,3,U,E
1001620,107,4,D,B
1008359,111,6,A,A*
1004147,110,6,A,A*
1005347,114,6,C,A*
1003912,106,6,B,A*
1005592,95,2,U,E
1007014,103,4,C,B
1009169,97,4,D,C
1000324,120,6,A,A*
1008725,93,4,E,D
1001304,116,7,B,A*
1003059,115,6,B,A*
1007332,120,9,B,A*
1007293,99,5,E,C
1008156,108,5,B,A
1000915,120,9,A,A*
1005111,95,4,D,C
1009967,90,2,U,E
1005603,86,1,E,E
1008253,115,7,C,A*
1009309,92,1,E,E
1003699,104,4,C,B
1000419,110,5,B,A
1006007,107,4,B,A
1008316,113,5,C,A
1004390,105,5,C,B
1006671,116,5,A,A*
1003598,100,3,E,D
1000536,96,3,D,C
1005391,108,5,D,B
1009631,112,8,B,A*
1006720,113,6,B,A*
1008177,112,4,D,B
1004684,117,7,B,A*
1008174,96,3,D,C
1009687,119,9,B,A*
1006747,113,8,A,A*
1002517,109,6,C,A
1001290,120,7,A,A*
1008655,93,3,D,D
1009215,104,4,D,C
1007949,99,4,D,C
1000563,107,5,B,A
1003566,100,4,E,C
1008628,115,6,B,A*
1001718,119,7,A,A*
1005829,110,5,C,A
1004523,110,4,D,B
1008585,107,3,D,C
1005698,99,2,D,C
1008062,111,7,C,A*
1002052,109,5,B,A
1000369,107,3,D,C
1001483,97,6,C,B
1003918,89,1,U,U
1005502,98,3,C,C
1008291,120,8,A,A*
1004075,99,4,E,C
1001409,109,4,C,B
1002583,107,5,B,A
1002900,98,2,D,D
1003544,109,6,C,A
1009271,113,7,C,A*
1002879,100,4,D,C
1009623,120,9,A,A*
1007056,88,2,E,E
1002111,107,7,A,A*
1005036,104,3,C,B
1002641,109,6,B,A*
1001237,116,5,A,A*
1006675,99,3,C,C
1006650,111,5,B,A*
1003403,85,1,U,U
1003700,108,5,B,A
1004110,108,5,B,A
1009904,107,7,B,A*
1007890,112,6,A,A*
1006148,107,6,B,A*
1000269,105,6,C,A
1008806,104,4,E,C
1009211,100,3,D,C
1007403,116,6,B,A*
1007303,118,6,A,A*
1007287,105,6,C,A
1003354,105,5,B,A
1002045,97,4,D,C
1001547,115,7,B,A*
1009888,114,5,C,A
1009083,120,9,A,A*
1003233,97,4,C,B
1009801,104,5,C,B
1008008,106,4,C,B
1001852,110,6,B,A*
1008783,102,4,C,B
1005524,97,2,D,D
1002476,116,5,A,A*
1006221,111,5,B,A*
1006296,98,2,C,C
1007389,112,7,A,A*
1002254,113,6,A,A*
1000683,105,5,B,A
1002873,103,6,B,A
1009642,109,5,B,A
1003534,97,2,C,C
1008273,105,5,B,A
1007775,88,2,U,E
1001925,109,6,B,A*
1005409,91,4,E,D
1008659,117,7,A,A*
1002018,106,3,C,B
1000788,104,4,B,A
1004789,98,4,E,C
1009387,104,5,C,B
1002080,120,8,B,A*
1005240,88,2,U,E
1009082,117,7,B,A*
1008196,110,6,B,A*
1005040,100,3,E,D
1009742,100,2,E,D
1004099,120,7,A,A*
1000342,101,4,D,C
1006257,93,2,C,C
1006339,110,7,B,A*
1008853,108,6,C,A
1006414,98,2,E,D
1001543,105,6,C,A
1007462,99,3,E,D
1003907,108,6,C,A
1002483,112,7,A,A*
1004166,108,5,B,A
1009361,103,7,A,A*
1003582,120,7,A,A*
1008328,101,3,D,C
1007366,94,3,E,D
1004368,111,6,C,A
1000673,120,7,A,A*
1007717,94,2,D,D
1009198,104,4,C,B
1007294,109,4,B,A
1006509,112,5,B,A*
1000303,98,3,E,D
1000097,114,7,B,A*
1002779,120,7,A,A*
1003274,104,6,A,A*
1004177,95,3,D,C
1005132,97,3,E,D
1002635,107,6,B,A*
1002371,116,5,B,A*
1003829,113,6,B,A*
1002158,98,4,C,B
1004458,104,3,D,C
1007115,96,5,E,C
1006362,113,7,B,A*
1006308,110,8,B,A*
1004986,90,2,U,E
1001073,119,7,B,A*
1006942,117,6,C,A*
1009770,119,7,B,A*
1003020,98,2,U,E
1008214,93,2,D,D
1007131,102,5,B,A
1001840,107,5,D,B
1007570,118,7,A,A*
1004415,104,6,C,A
1006649,101,4,C,B
1007705,95,4,D,C
1002232,114,6,A,A*
1009966,98,3,E,D
1002388,119,7,B,A*
1007548,103,4,D,C
1004219,116,7,A,A*
1009350,105,5,A,A*
1004324,102,4,D,C
1000234,98,5,D,C
1008210,104,3,D,C
1007385,111,6,C,A
1005919,108,5,D,B
1008124,103,5,C,B
1004995,103,7,C,A
1002785,104,6,B,A
1006780,86,2,U,U
1008846,104,4,B,A
1006905,100,2,D,C
1007415,95,3,E,D
1006915,88,1,E,E
1003192,88,3,U,E
1001639,92,1,E,E
1007616,99,5,E,C
1001282,120,7,A,A*
1001436,100,4,C,B
1003049,100,4,B,B
1006093,108,4,D,B
1004542,106,6,C,A
1009180,104,6,D,B
1002955,94,3,D,C
1006907,117,7,A,A*
1005493,120,7,A,A*
1004028,91,2,U,E
1008442,98,4,U,D
1001468,101,5,C,B
1001723,96,4,D,C
1005543,113,6,B,A*
1001413,101,4,E,C
1008673,120,7,A,A*
1007978,118,6,A,A*
1006132,108,6,B,A*
1000859,116,5,C,A
1009771,109,7,B,A*
1008858,101,4,E,C
1003514,98,3,D,C
1007617,111,4,B,A
1002815,115,7,B,A*
1008803,104,5,C,B
1006763,94,4,E,D
1007485,99,2,C,C
1005305,106,4,B,A
1008221,101,5,C,B
1005983,120,7,A,A*
1000916,93,3,E,D
1005843,110,6,C,A
1002366,115,7,B,A*
1002487,120,9,A,A*
1003134,105,3,D,C
1002403,106,6,C,A
1002852,107,5,C,A
1000096,106,5,C,B
1008332,102,5,D,B
1000406,106,5,B,A
1006462,85,1,U,U
1008306,106,6,B,A*
1001175,103,5,D,B
1007932,109,4,C,B
1007631,120,8,A,A*
1006877,97,4,C,B
1004820,103,4,D,C
1000335,120,7,A,A*
1006839,101,2,D,C
1006984,100,4,C,B
1000338,107,3,C,B
1001086,106,6,A,A*
1001148,103,6,B,A
1009709,95,2,E,D
1004750,102,3,D,C
1009048,97,5,D,C
1001428,105,6,B,A
1000345,107,5,D,B
1004069,108,5,C,A
1004436,94,2,U,E
1006821,116,6,B,A*
1008277,104,7,C,A
1007851,113,7,A,A*
1007036,107,6,C,A
1005148,114,7,A,A*
1002745,107,6,D,B
1002457,119,7,B,A*
1009275,110,6,B,A*
1001856,105,3,B,B
1001307,119,8,A,A*
1003234,116,7,B,A*
1000889,101,6,B,A
1005617,97,3,U,D
1009315,97,4,E,C
1006102,106,4,D,B
1008830,110,6,B,A*
1006830,100,4,U,D
1001823,106,6,C,A
1006254,119,7,A,A*
1001772,120,7,C,A*
1008476,100,3,E,D
1000829,106,4,C,B
1000378,96,4,D,C
1007953,102,4,D,C
1007713,99,5,C,B
1004590,104,4,D,C
1004543,95,5,E,C
1007307,101,4,D,C
1003981,101,4,U,D
1002564,80,1,U,U
1000416,120,8,A,A*
1007819,111,7,B,A*
1007778,102,4,D,C
1003189,107,5,C,A
1006053,95,2,D,D
1001779,117,7,A,A*
1003118,120,7,A,A*
1008828,108,6,D,B
1005666,110,7,B,A*
1006885,107,5,B,A
1000665,98,2,U,E
1008490,103,4,C,B
1001940,106,7,D,A
1009034,103,5,D,B
1000207,105,5,C,B
1005756,107,5,C,A
1006833,98,6,B,A
1003998,101,4,C,B
1001578,100,3,U,D
1005712,95,3,D,C
1007669,96,3,E,D
1009230,112,6,B,A*
1009658,85,2,E,E
1004342,115,6,B,A*
1009441,117,8,A,A*
1000808,109,4,C,B
1005072,82,1,E,U
1008128,106,5,D,B
1008119,106,5,D,B
1009326,95,3,D,C
1004873,103,5,E,C
1000493,119,8,A,A*
1001416,110,6,B,A*
1004581,98,3,D,C
1003724,90,3,D,D
1006228,100,4,C,B
1009821,106,3,C,B
1007881,108,6,B,A*
1001406,100,4,D,C
1003959,110,6,B,A*
1003980,120,7,A,A*
1002964,107,5,B,A
1006583,108,5,C,A
1009919,104,5,D,B
1006244,102,4,C,B
1005141,116,6,B,A*
1006843,101,3,D,C
1003021,108,5,E,B
1009970,107,4,B,A
1009102,103,5,E,C
1008457,98,3,U,D
1008945,110,5,B,A
1004522,104,6,C,A
1008225,106,5,A,A*
1001748,106,4,D,B
1003374,114,6,B,A*
1005743,97,5,D,C
1009729,113,7,A,A*
1004912,92,2,D,D
1006661,109,5,C,A
1000846,104,6,B,A
1008325,100,4,D,C
1008689,107,6,C,A
1003516,120,7,A,A*
1002787,86,3,U,E
1002807,108,6,D,B
1003624,82,1,U,U
1006301,101,2,D,C
1005974,117,7,A,A*
1004511,98,4,D,C
1003968,98,3,D,C
1001984,99,5,C,B
1002338,120,7,A,A*
1004874,96,2,E,D
1000685,98,2,U,E
1008501,119,6,A,A*
1001235,120,7,B,A*
1002297,109,5,C,A
1005796,99,3,E,D
1001224,120,7,A,A*
1009559,120,6,A,A*
1007218,108,4,B,A
1008957,101,4,D,C
1000727,102,4,C,B
1004602,103,6,E,B
1009399,98,6,C,B
1009047,118,7,A,A*
1008464,110,6,B,A*
1001178,100,2,U,D
1000327,117,6,A,A*
1000884,111,5,B,A*
1006150,107,5,B,A
1001516,120,6,A,A*
1000418,102,3,C,B
1004253,107,5,B,A
1007764,103,4,C,B
1000633,93,4,E,D
1003211,106,4,C,B
1006605,120,9,A,A*
1003587,86,2,U,U
1007424,103,4,C,B
1004516,105,5,B,A
1003194,104,5,C,B
1006708,106,4,C,B
1001117,96,2,E,D
1009760,107,4,B,A
1008875,99,2,E,D
1001580,82,1,U,U
1007567,113,6,B,A*
1008638,111,6,A,A*
1007364,103,5,D,B
1004083,109,5,B,A
1000900,111,6,C,A
1003453,105,4,C,B
1006960,106,7,C,A
1006001,102,4,E,C
1004539,112,6,A,A*
1000910,108,5,C,A
1001908,104,4,D,C
1000763,95,3,E,D
1003046,107,5,C,A
1007459,103,3,E,C
1003797,101,4,D,C
1004636,93,3,E,D
1002050,93,3,E,D
1008465,120,9,A,A*
1003798,113,6,B,A*
1002905,111,8,A,A*
1007982,99,3,U,D
1000318,108,5,C,A
1005722,96,3,E,D
1006908,98,4,E,C
1003000,99,3,D,C
1008116,113,6,A,A*
1009772,102,3,D,C
1003765,111,6,B,A*
1002790,114,5,C,A
1000687,119,8,A,A*
1005404,97,3,D,C
1008609,115,7,B,A*
1009894,113,7,B,A*
1004913,98,4,D,C
1005694,115,6,B,A*
1000541,112,5,C,A
1006345,104,4,C,B
1009645,96,3,D,C
1003979,99,3,E,D
1002078,120,8,A,A*
1004292,109,5,D,B
1008481,114,7,C,A*
1005035,101,4,D,C
1003730,101,3,C,C
1004756,117,7,B,A*
1003122,93,2,U,E
1005866,98,5,C,B
1000266,105,4,C,B
1004831,103,4,C,B
1003061,100,4,C,B
1001220,106,5,C,B
1009067,118,5,A,A*
1006873,111,5,D,B
1000993,98,4,C,B
1005554,99,6,C,B
1006902,109,5,B,A
1001705,110,7,A,A*
1009554,98,2,U,E
1004804,109,6,B,A*
1001734,91,1,U,U
1008294,108,5,D,B
1004088,118,6,B,A*
1001636,102,4,E,C
1006563,96,4,D,C
1003714,115,6,C,A*
1007067,94,2,U,E
1006904,95,4,D,C
1007379,108,6,B,A*
1008215,95,4,D,C
1000697,107,5,C,A
